AttendanceID,StudentID,LessonID,Date,LessonName,StartTime,Status,Attended,ArrivalTime,Notes
34-686,34,686,2026-02-13,Phonics,09:00,Present,True,,
34-688,34,688,2026-02-13,Maths,10:00,Present,True,,
34-690,34,690,2026-02-13,English,11:00,Authorised Absence,False,,Dental appointment
34-692,34,692,2026-02-13,Science,13:00,Absent,False,,
34-694,34,694,2026-02-13,PE,13:45,Authorised Absence,False,,Doctor visit
34-696,34,696,2026-02-13,Music,14:30,Late,True,14:42,
34-710,34,710,2026-02-16,Phonics,09:00,Absent,False,,
34-712,34,712,2026-02-16,Maths,10:00,Present,True,,
34-714,34,714,2026-02-16,English,11:00,Present,True,,
34-716,34,716,2026-02-16,Science,13:00,Present,True,,
34-718,34,718,2026-02-16,PE,13:45,Present,True,,
34-720,34,720,2026-02-16,Music,14:30,Present,True,,
35-13,35,13,2026-01-06,Phonics,09:00,Present,True,,
35-15,35,15,2026-01-06,Maths,10:00,Present,True,,
35-17,35,17,2026-01-06,English,11:00,Present,True,,
35-19,35,19,2026-01-06,Science,13:00,Present,True,,
35-21,35,21,2026-01-06,PE,13:45,Present,True,,
35-23,35,23,2026-01-06,Music,14:30,Present,True,,
35-37,35,37,2026-01-07,Phonics,09:00,Authorised Absence,False,,Family commitment
35-39,35,39,2026-01-07,Maths,10:00,Present,True,,
35-41,35,41,2026-01-07,English,11:00,Absent,False,,
35-43,35,43,2026-01-07,Science,13:00,Present,True,,
35-45,35,45,2026-01-07,PE,13:45,Present,True,,
35-47,35,47,2026-01-07,Music,14:30,Present,True,,
35-61,35,61,2026-01-08,Phonics,09:00,Present,True,,
35-63,35,63,2026-01-08,Maths,10:00,Authorised Absence,False,,Family commitment
35-65,35,65,2026-01-08,English,11:00,Authorised Absence,False,,Dental appointment
35-67,35,67,2026-01-08,Science,13:00,Present,True,,
35-69,35,69,2026-01-08,PE,13:45,Present,True,,
35-71,35,71,2026-01-08,Music,14:30,Present,True,,
35-85,35,85,2026-01-09,Phonics,09:00,Present,True,,
35-87,35,87,2026-01-09,Maths,10:00,Authorised Absence,False,,Dental appointment
35-89,35,89,2026-01-09,English,11:00,Authorised Absence,False,,Medical appointment
35-91,35,91,2026-01-09,Science,13:00,Authorised Absence,False,,Family commitment
35-93,35,93,2026-01-09,PE,13:45,Present,True,,
35-95,35,95,2026-01-09,Music,14:30,Present,True,,
35-109,35,109,2026-01-12,Phonics,09:00,Absent,False,,
35-111,35,111,2026-01-12,Maths,10:00,Present,True,,
35-113,35,113,2026-01-12,English,11:00,Late,True,11:01,
35-115,35,115,2026-01-12,Science,13:00,Present,True,,
35-117,35,117,2026-01-12,PE,13:45,Absent,False,,
35-119,35,119,2026-01-12,Music,14:30,Absent,False,,
35-133,35,133,2026-01-13,Phonics,09:00,Authorised Absence,False,,Doctor visit
35-135,35,135,2026-01-13,Maths,10:00,Present,True,,
35-137,35,137,2026-01-13,English,11:00,Authorised Absence,False,,Dental appointment
35-139,35,139,2026-01-13,Science,13:00,Authorised Absence,False,,Dental appointment
35-141,35,141,2026-01-13,PE,13:45,Present,True,,
35-143,35,143,2026-01-13,Music,14:30,Present,True,,
35-157,35,157,2026-01-14,Phonics,09:00,Present,True,,
35-159,35,159,2026-01-14,Maths,10:00,Present,True,,
35-161,35,161,2026-01-14,English,11:00,Absent,False,,
35-163,35,163,2026-01-14,Science,13:00,Late,True,13:09,
35-165,35,165,2026-01-14,PE,13:45,Present,True,,
35-167,35,167,2026-01-14,Music,14:30,Present,True,,
35-181,35,181,2026-01-15,Phonics,09:00,Absent,False,,
35-183,35,183,2026-01-15,Maths,10:00,Authorised Absence,False,,Medical appointment
35-185,35,185,2026-01-15,English,11:00,Authorised Absence,False,,Doctor visit
35-187,35,187,2026-01-15,Science,13:00,Authorised Absence,False,,Dental appointment
35-189,35,189,2026-01-15,PE,13:45,Present,True,,
35-191,35,191,2026-01-15,Music,14:30,Present,True,,
35-205,35,205,2026-01-16,Phonics,09:00,Present,True,,
35-207,35,207,2026-01-16,Maths,10:00,Present,True,,
35-209,35,209,2026-01-16,English,11:00,Authorised Absence,False,,Doctor visit
35-211,35,211,2026-01-16,Science,13:00,Authorised Absence,False,,Family commitment
35-213,35,213,2026-01-16,PE,13:45,Present,True,,
35-215,35,215,2026-01-16,Music,14:30,Present,True,,
35-229,35,229,2026-01-19,Phonics,09:00,Late,True,09:15,
35-231,35,231,2026-01-19,Maths,10:00,Authorised Absence,False,,Family commitment
35-233,35,233,2026-01-19,English,11:00,Present,True,,
35-235,35,235,2026-01-19,Science,13:00,Absent,False,,
35-237,35,237,2026-01-19,PE,13:45,Absent,False,,
35-239,35,239,2026-01-19,Music,14:30,Late,True,14:43,
35-253,35,253,2026-01-20,Phonics,09:00,Authorised Absence,False,,Family commitment
35-255,35,255,2026-01-20,Maths,10:00,Present,True,,
35-257,35,257,2026-01-20,English,11:00,Present,True,,
35-259,35,259,2026-01-20,Science,13:00,Present,True,,
35-261,35,261,2026-01-20,PE,13:45,Authorised Absence,False,,Family commitment
35-263,35,263,2026-01-20,Music,14:30,Present,True,,
35-277,35,277,2026-01-21,Phonics,09:00,Present,True,,
35-279,35,279,2026-01-21,Maths,10:00,Present,True,,
35-281,35,281,2026-01-21,English,11:00,Authorised Absence,False,,Medical appointment
35-283,35,283,2026-01-21,Science,13:00,Absent,False,,
35-285,35,285,2026-01-21,PE,13:45,Authorised Absence,False,,Doctor visit
35-287,35,287,2026-01-21,Music,14:30,Present,True,,
35-301,35,301,2026-01-22,Phonics,09:00,Present,True,,
35-303,35,303,2026-01-22,Maths,10:00,Present,True,,
35-305,35,305,2026-01-22,English,11:00,Present,True,,
35-307,35,307,2026-01-22,Science,13:00,Present,True,,
35-309,35,309,2026-01-22,PE,13:45,Late,True,14:00,
35-311,35,311,2026-01-22,Music,14:30,Present,True,,
35-325,35,325,2026-01-23,Phonics,09:00,Late,True,09:11,
35-327,35,327,2026-01-23,Maths,10:00,Present,True,,
35-329,35,329,2026-01-23,English,11:00,Present,True,,
35-331,35,331,2026-01-23,Science,13:00,Present,True,,
35-333,35,333,2026-01-23,PE,13:45,Present,True,,
35-335,35,335,2026-01-23,Music,14:30,Present,True,,
35-349,35,349,2026-01-26,Phonics,09:00,Late,True,09:07,
35-351,35,351,2026-01-26,Maths,10:00,Present,True,,
35-353,35,353,2026-01-26,English,11:00,Present,True,,
35-355,35,355,2026-01-26,Science,13:00,Present,True,,
35-357,35,357,2026-01-26,PE,13:45,Present,True,,
35-359,35,359,2026-01-26,Music,14:30,Present,True,,
35-373,35,373,2026-01-27,Phonics,09:00,Authorised Absence,False,,Doctor visit
35-375,35,375,2026-01-27,Maths,10:00,Late,True,10:13,
35-377,35,377,2026-01-27,English,11:00,Late,True,11:13,
35-379,35,379,2026-01-27,Science,13:00,Present,True,,
35-381,35,381,2026-01-27,PE,13:45,Present,True,,
35-383,35,383,2026-01-27,Music,14:30,Present,True,,
35-397,35,397,2026-01-28,Phonics,09:00,Present,True,,
35-399,35,399,2026-01-28,Maths,10:00,Present,True,,
35-401,35,401,2026-01-28,English,11:00,Present,True,,
35-403,35,403,2026-01-28,Science,13:00,Present,True,,
35-405,35,405,2026-01-28,PE,13:45,Authorised Absence,False,,Dental appointment
35-407,35,407,2026-01-28,Music,14:30,Present,True,,
35-421,35,421,2026-01-29,Phonics,09:00,Present,True,,
35-423,35,423,2026-01-29,Maths,10:00,Present,True,,
35-425,35,425,2026-01-29,English,11:00,Present,True,,
35-427,35,427,2026-01-29,Science,13:00,Present,True,,
35-429,35,429,2026-01-29,PE,13:45,Present,True,,
35-431,35,431,2026-01-29,Music,14:30,Present,True,,
35-445,35,445,2026-01-30,Phonics,09:00,Present,True,,
35-447,35,447,2026-01-30,Maths,10:00,Present,True,,
35-449,35,449,2026-01-30,English,11:00,Present,True,,
35-451,35,451,2026-01-30,Science,13:00,Late,True,13:03,
35-453,35,453,2026-01-30,PE,13:45,Present,True,,
35-455,35,455,2026-01-30,Music,14:30,Authorised Absence,False,,Dental appointment
35-469,35,469,2026-02-02,Phonics,09:00,Present,True,,
35-471,35,471,2026-02-02,Maths,10:00,Present,True,,
35-473,35,473,2026-02-02,English,11:00,Late,True,11:06,
35-475,35,475,2026-02-02,Science,13:00,Present,True,,
35-477,35,477,2026-02-02,PE,13:45,Present,True,,
35-479,35,479,2026-02-02,Music,14:30,Present,True,,
35-493,35,493,2026-02-03,Phonics,09:00,Authorised Absence,False,,Dental appointment
35-495,35,495,2026-02-03,Maths,10:00,Present,True,,
35-497,35,497,2026-02-03,English,11:00,Present,True,,
35-499,35,499,2026-02-03,Science,13:00,Authorised Absence,False,,Doctor visit
35-501,35,501,2026-02-03,PE,13:45,Present,True,,
35-503,35,503,2026-02-03,Music,14:30,Present,True,,
35-517,35,517,2026-02-04,Phonics,09:00,Present,True,,
35-519,35,519,2026-02-04,Maths,10:00,Present,True,,
35-521,35,521,2026-02-04,English,11:00,Present,True,,
35-523,35,523,2026-02-04,Science,13:00,Late,True,13:12,
35-525,35,525,2026-02-04,PE,13:45,Absent,False,,
35-527,35,527,2026-02-04,Music,14:30,Late,True,14:41,
35-541,35,541,2026-02-05,Phonics,09:00,Present,True,,
35-543,35,543,2026-02-05,Maths,10:00,Present,True,,
35-545,35,545,2026-02-05,English,11:00,Present,True,,
35-547,35,547,2026-02-05,Science,13:00,Absent,False,,
35-549,35,549,2026-02-05,PE,13:45,Present,True,,
35-551,35,551,2026-02-05,Music,14:30,Present,True,,
35-565,35,565,2026-02-06,Phonics,09:00,Absent,False,,
35-567,35,567,2026-02-06,Maths,10:00,Absent,False,,
35-569,35,569,2026-02-06,English,11:00,Absent,False,,
35-571,35,571,2026-02-06,Science,13:00,Authorised Absence,False,,Doctor visit
35-573,35,573,2026-02-06,PE,13:45,Present,True,,
35-575,35,575,2026-02-06,Music,14:30,Authorised Absence,False,,Family commitment
35-589,35,589,2026-02-09,Phonics,09:00,Present,True,,
35-591,35,591,2026-02-09,Maths,10:00,Present,True,,
35-593,35,593,2026-02-09,English,11:00,Present,True,,
35-595,35,595,2026-02-09,Science,13:00,Present,True,,
35-597,35,597,2026-02-09,PE,13:45,Late,True,13:51,
35-599,35,599,2026-02-09,Music,14:30,Absent,False,,
35-613,35,613,2026-02-10,Phonics,09:00,Present,True,,
35-615,35,615,2026-02-10,Maths,10:00,Absent,False,,
35-617,35,617,2026-02-10,English,11:00,Present,True,,
35-619,35,619,2026-02-10,Science,13:00,Absent,False,,
35-621,35,621,2026-02-10,PE,13:45,Present,True,,
35-623,35,623,2026-02-10,Music,14:30,Present,True,,
35-637,35,637,2026-02-11,Phonics,09:00,Present,True,,
35-639,35,639,2026-02-11,Maths,10:00,Present,True,,
35-641,35,641,2026-02-11,English,11:00,Present,True,,
35-643,35,643,2026-02-11,Science,13:00,Absent,False,,
35-645,35,645,2026-02-11,PE,13:45,Absent,False,,
35-647,35,647,2026-02-11,Music,14:30,Present,True,,
35-661,35,661,2026-02-12,Phonics,09:00,Present,True,,
35-663,35,663,2026-02-12,Maths,10:00,Late,True,10:15,
35-665,35,665,2026-02-12,English,11:00,Late,True,11:01,
35-667,35,667,2026-02-12,Science,13:00,Present,True,,
35-669,35,669,2026-02-12,PE,13:45,Present,True,,
35-671,35,671,2026-02-12,Music,14:30,Present,True,,
35-685,35,685,2026-02-13,Phonics,09:00,Absent,False,,
35-687,35,687,2026-02-13,Maths,10:00,Authorised Absence,False,,Family commitment
35-689,35,689,2026-02-13,English,11:00,Present,True,,
35-691,35,691,2026-02-13,Science,13:00,Authorised Absence,False,,Doctor visit
35-693,35,693,2026-02-13,PE,13:45,Absent,False,,
35-695,35,695,2026-02-13,Music,14:30,Present,True,,
35-709,35,709,2026-02-16,Phonics,09:00,Present,True,,
35-711,35,711,2026-02-16,Maths,10:00,Present,True,,
35-713,35,713,2026-02-16,English,11:00,Present,True,,
35-715,35,715,2026-02-16,Science,13:00,Present,True,,
35-717,35,717,2026-02-16,PE,13:45,Late,True,13:52,
35-719,35,719,2026-02-16,Music,14:30,Present,True,,
36-13,36,13,2026-01-06,Phonics,09:00,Present,True,,
36-15,36,15,2026-01-06,Maths,10:00,Present,True,,
36-17,36,17,2026-01-06,English,11:00,Present,True,,
36-19,36,19,2026-01-06,Science,13:00,Present,True,,
36-21,36,21,2026-01-06,PE,13:45,Present,True,,
36-23,36,23,2026-01-06,Music,14:30,Present,True,,
36-37,36,37,2026-01-07,Phonics,09:00,Present,True,,
36-39,36,39,2026-01-07,Maths,10:00,Present,True,,
36-41,36,41,2026-01-07,English,11:00,Present,True,,
36-43,36,43,2026-01-07,Science,13:00,Late,True,13:13,
36-45,36,45,2026-01-07,PE,13:45,Present,True,,
36-47,36,47,2026-01-07,Music,14:30,Present,True,,
36-61,36,61,2026-01-08,Phonics,09:00,Present,True,,
36-63,36,63,2026-01-08,Maths,10:00,Present,True,,
36-65,36,65,2026-01-08,English,11:00,Present,True,,
36-67,36,67,2026-01-08,Science,13:00,Present,True,,
36-69,36,69,2026-01-08,PE,13:45,Present,True,,
36-71,36,71,2026-01-08,Music,14:30,Absent,False,,
36-85,36,85,2026-01-09,Phonics,09:00,Present,True,,
36-87,36,87,2026-01-09,Maths,10:00,Present,True,,
36-89,36,89,2026-01-09,English,11:00,Present,True,,
36-91,36,91,2026-01-09,Science,13:00,Late,True,13:05,
36-93,36,93,2026-01-09,PE,13:45,Present,True,,
36-95,36,95,2026-01-09,Music,14:30,Late,True,14:32,
36-109,36,109,2026-01-12,Phonics,09:00,Present,True,,
36-111,36,111,2026-01-12,Maths,10:00,Present,True,,
36-113,36,113,2026-01-12,English,11:00,Authorised Absence,False,,Doctor visit
36-115,36,115,2026-01-12,Science,13:00,Present,True,,
36-117,36,117,2026-01-12,PE,13:45,Authorised Absence,False,,Doctor visit
36-119,36,119,2026-01-12,Music,14:30,Present,True,,
36-133,36,133,2026-01-13,Phonics,09:00,Present,True,,
36-135,36,135,2026-01-13,Maths,10:00,Present,True,,
36-137,36,137,2026-01-13,English,11:00,Late,True,11:05,
36-139,36,139,2026-01-13,Science,13:00,Present,True,,
36-141,36,141,2026-01-13,PE,13:45,Present,True,,
36-143,36,143,2026-01-13,Music,14:30,Absent,False,,
36-157,36,157,2026-01-14,Phonics,09:00,Present,True,,
36-159,36,159,2026-01-14,Maths,10:00,Present,True,,
36-161,36,161,2026-01-14,English,11:00,Present,True,,
36-163,36,163,2026-01-14,Science,13:00,Late,True,13:09,
36-165,36,165,2026-01-14,PE,13:45,Present,True,,
36-167,36,167,2026-01-14,Music,14:30,Late,True,14:38,
36-181,36,181,2026-01-15,Phonics,09:00,Present,True,,
36-183,36,183,2026-01-15,Maths,10:00,Present,True,,
36-185,36,185,2026-01-15,English,11:00,Absent,False,,
36-187,36,187,2026-01-15,Science,13:00,Absent,False,,
36-189,36,189,2026-01-15,PE,13:45,Present,True,,
36-191,36,191,2026-01-15,Music,14:30,Present,True,,
36-205,36,205,2026-01-16,Phonics,09:00,Present,True,,
36-207,36,207,2026-01-16,Maths,10:00,Absent,False,,
36-209,36,209,2026-01-16,English,11:00,Present,True,,
36-211,36,211,2026-01-16,Science,13:00,Authorised Absence,False,,Family commitment
36-213,36,213,2026-01-16,PE,13:45,Authorised Absence,False,,Medical appointment
36-215,36,215,2026-01-16,Music,14:30,Late,True,14:41,
36-229,36,229,2026-01-19,Phonics,09:00,Present,True,,
36-231,36,231,2026-01-19,Maths,10:00,Absent,False,,
36-233,36,233,2026-01-19,English,11:00,Present,True,,
36-235,36,235,2026-01-19,Science,13:00,Present,True,,
36-237,36,237,2026-01-19,PE,13:45,Absent,False,,
36-239,36,239,2026-01-19,Music,14:30,Present,True,,
36-253,36,253,2026-01-20,Phonics,09:00,Authorised Absence,False,,Dental appointment
36-255,36,255,2026-01-20,Maths,10:00,Authorised Absence,False,,Dental appointment
36-257,36,257,2026-01-20,English,11:00,Absent,False,,
36-259,36,259,2026-01-20,Science,13:00,Present,True,,
36-261,36,261,2026-01-20,PE,13:45,Present,True,,
36-263,36,263,2026-01-20,Music,14:30,Present,True,,
36-277,36,277,2026-01-21,Phonics,09:00,Present,True,,
36-279,36,279,2026-01-21,Maths,10:00,Authorised Absence,False,,Dental appointment
36-281,36,281,2026-01-21,English,11:00,Present,True,,
36-283,36,283,2026-01-21,Science,13:00,Present,True,,
36-285,36,285,2026-01-21,PE,13:45,Present,True,,
36-287,36,287,2026-01-21,Music,14:30,Present,True,,
36-301,36,301,2026-01-22,Phonics,09:00,Present,True,,
36-303,36,303,2026-01-22,Maths,10:00,Authorised Absence,False,,Dental appointment
36-305,36,305,2026-01-22,English,11:00,Present,True,,
36-307,36,307,2026-01-22,Science,13:00,Present,True,,
36-309,36,309,2026-01-22,PE,13:45,Present,True,,
36-311,36,311,2026-01-22,Music,14:30,Late,True,14:45,
36-325,36,325,2026-01-23,Phonics,09:00,Present,True,,
36-327,36,327,2026-01-23,Maths,10:00,Absent,False,,
36-329,36,329,2026-01-23,English,11:00,Present,True,,
36-331,36,331,2026-01-23,Science,13:00,Present,True,,
36-333,36,333,2026-01-23,PE,13:45,Late,True,13:55,
36-335,36,335,2026-01-23,Music,14:30,Present,True,,
36-349,36,349,2026-01-26,Phonics,09:00,Present,True,,
36-351,36,351,2026-01-26,Maths,10:00,Present,True,,
36-353,36,353,2026-01-26,English,11:00,Present,True,,
36-355,36,355,2026-01-26,Science,13:00,Present,True,,
36-357,36,357,2026-01-26,PE,13:45,Late,True,13:50,
36-359,36,359,2026-01-26,Music,14:30,Late,True,14:35,
36-373,36,373,2026-01-27,Phonics,09:00,Present,True,,
36-375,36,375,2026-01-27,Maths,10:00,Authorised Absence,False,,Medical appointment
36-377,36,377,2026-01-27,English,11:00,Present,True,,
36-379,36,379,2026-01-27,Science,13:00,Present,True,,
36-381,36,381,2026-01-27,PE,13:45,Absent,False,,
36-383,36,383,2026-01-27,Music,14:30,Present,True,,
36-397,36,397,2026-01-28,Phonics,09:00,Present,True,,
36-399,36,399,2026-01-28,Maths,10:00,Present,True,,
36-401,36,401,2026-01-28,English,11:00,Present,True,,
36-403,36,403,2026-01-28,Science,13:00,Present,True,,
36-405,36,405,2026-01-28,PE,13:45,Authorised Absence,False,,Medical appointment
36-407,36,407,2026-01-28,Music,14:30,Present,True,,
36-421,36,421,2026-01-29,Phonics,09:00,Present,True,,
36-423,36,423,2026-01-29,Maths,10:00,Late,True,10:02,
36-425,36,425,2026-01-29,English,11:00,Present,True,,
36-427,36,427,2026-01-29,Science,13:00,Absent,False,,
36-429,36,429,2026-01-29,PE,13:45,Authorised Absence,False,,Doctor visit
36-431,36,431,2026-01-29,Music,14:30,Authorised Absence,False,,Doctor visit
36-445,36,445,2026-01-30,Phonics,09:00,Absent,False,,
36-447,36,447,2026-01-30,Maths,10:00,Authorised Absence,False,,Family commitment
36-449,36,449,2026-01-30,English,11:00,Present,True,,
36-451,36,451,2026-01-30,Science,13:00,Present,True,,
36-453,36,453,2026-01-30,PE,13:45,Authorised Absence,False,,Dental appointment
36-455,36,455,2026-01-30,Music,14:30,Authorised Absence,False,,Family commitment
36-469,36,469,2026-02-02,Phonics,09:00,Late,True,09:02,
36-471,36,471,2026-02-02,Maths,10:00,Absent,False,,
36-473,36,473,2026-02-02,English,11:00,Absent,False,,
36-475,36,475,2026-02-02,Science,13:00,Present,True,,
36-477,36,477,2026-02-02,PE,13:45,Absent,False,,
36-479,36,479,2026-02-02,Music,14:30,Late,True,14:39,
36-493,36,493,2026-02-03,Phonics,09:00,Present,True,,
36-495,36,495,2026-02-03,Maths,10:00,Authorised Absence,False,,Doctor visit
36-497,36,497,2026-02-03,English,11:00,Present,True,,
36-499,36,499,2026-02-03,Science,13:00,Present,True,,
36-501,36,501,2026-02-03,PE,13:45,Present,True,,
36-503,36,503,2026-02-03,Music,14:30,Present,True,,
36-517,36,517,2026-02-04,Phonics,09:00,Present,True,,
36-519,36,519,2026-02-04,Maths,10:00,Present,True,,
36-521,36,521,2026-02-04,English,11:00,Present,True,,
36-523,36,523,2026-02-04,Science,13:00,Present,True,,
36-525,36,525,2026-02-04,PE,13:45,Present,True,,
36-527,36,527,2026-02-04,Music,14:30,Present,True,,
36-541,36,541,2026-02-05,Phonics,09:00,Present,True,,
36-543,36,543,2026-02-05,Maths,10:00,Present,True,,
36-545,36,545,2026-02-05,English,11:00,Present,True,,
36-547,36,547,2026-02-05,Science,13:00,Authorised Absence,False,,Medical appointment
36-549,36,549,2026-02-05,PE,13:45,Present,True,,
36-551,36,551,2026-02-05,Music,14:30,Present,True,,
36-565,36,565,2026-02-06,Phonics,09:00,Present,True,,
36-567,36,567,2026-02-06,Maths,10:00,Present,True,,
36-569,36,569,2026-02-06,English,11:00,Present,True,,
36-571,36,571,2026-02-06,Science,13:00,Present,True,,
36-573,36,573,2026-02-06,PE,13:45,Present,True,,
36-575,36,575,2026-02-06,Music,14:30,Authorised Absence,False,,Medical appointment
36-589,36,589,2026-02-09,Phonics,09:00,Present,True,,
36-591,36,591,2026-02-09,Maths,10:00,Late,True,10:07,
36-593,36,593,2026-02-09,English,11:00,Present,True,,
36-595,36,595,2026-02-09,Science,13:00,Authorised Absence,False,,Medical appointment
36-597,36,597,2026-02-09,PE,13:45,Late,True,13:52,
36-599,36,599,2026-02-09,Music,14:30,Present,True,,
36-613,36,613,2026-02-10,Phonics,09:00,Absent,False,,
36-615,36,615,2026-02-10,Maths,10:00,Present,True,,
36-617,36,617,2026-02-10,English,11:00,Present,True,,
36-619,36,619,2026-02-10,Science,13:00,Late,True,13:07,
36-621,36,621,2026-02-10,PE,13:45,Present,True,,
36-623,36,623,2026-02-10,Music,14:30,Present,True,,
36-637,36,637,2026-02-11,Phonics,09:00,Present,True,,
36-639,36,639,2026-02-11,Maths,10:00,Present,True,,
36-641,36,641,2026-02-11,English,11:00,Present,True,,
36-643,36,643,2026-02-11,Science,13:00,Present,True,,
36-645,36,645,2026-02-11,PE,13:45,Present,True,,
36-647,36,647,2026-02-11,Music,14:30,Present,True,,
36-661,36,661,2026-02-12,Phonics,09:00,Present,True,,
36-663,36,663,2026-02-12,Maths,10:00,Present,True,,
36-665,36,665,2026-02-12,English,11:00,Present,True,,
36-667,36,667,2026-02-12,Science,13:00,Present,True,,
36-669,36,669,2026-02-12,PE,13:45,Present,True,,
36-671,36,671,2026-02-12,Music,14:30,Absent,False,,
36-685,36,685,2026-02-13,Phonics,09:00,Present,True,,
36-687,36,687,2026-02-13,Maths,10:00,Present,True,,
36-689,36,689,2026-02-13,English,11:00,Late,True,11:03,
36-691,36,691,2026-02-13,Science,13:00,Present,True,,
36-693,36,693,2026-02-13,PE,13:45,Present,True,,
36-695,36,695,2026-02-13,Music,14:30,Present,True,,
36-709,36,709,2026-02-16,Phonics,09:00,Absent,False,,
36-711,36,711,2026-02-16,Maths,10:00,Present,True,,
36-713,36,713,2026-02-16,English,11:00,Late,True,11:03,
36-715,36,715,2026-02-16,Science,13:00,Absent,False,,
36-717,36,717,2026-02-16,PE,13:45,Late,True,13:50,
36-719,36,719,2026-02-16,Music,14:30,Absent,False,,
37-13,37,13,2026-01-06,Phonics,09:00,Present,True,,
37-15,37,15,2026-01-06,Maths,10:00,Present,True,,
37-17,37,17,2026-01-06,English,11:00,Present,True,,
37-19,37,19,2026-01-06,Science,13:00,Present,True,,
37-21,37,21,2026-01-06,PE,13:45,Present,True,,
37-23,37,23,2026-01-06,Music,14:30,Authorised Absence,False,,Dental appointment
37-37,37,37,2026-01-07,Phonics,09:00,Present,True,,
37-39,37,39,2026-01-07,Maths,10:00,Present,True,,
37-41,37,41,2026-01-07,English,11:00,Present,True,,
37-43,37,43,2026-01-07,Science,13:00,Late,True,13:08,
37-45,37,45,2026-01-07,PE,13:45,Present,True,,
37-47,37,47,2026-01-07,Music,14:30,Absent,False,,
37-61,37,61,2026-01-08,Phonics,09:00,Present,True,,
37-63,37,63,2026-01-08,Maths,10:00,Authorised Absence,False,,Medical appointment
37-65,37,65,2026-01-08,English,11:00,Absent,False,,
37-67,37,67,2026-01-08,Science,13:00,Present,True,,
37-69,37,69,2026-01-08,PE,13:45,Present,True,,
37-71,37,71,2026-01-08,Music,14:30,Present,True,,
37-85,37,85,2026-01-09,Phonics,09:00,Present,True,,
37-87,37,87,2026-01-09,Maths,10:00,Present,True,,
37-89,37,89,2026-01-09,English,11:00,Present,True,,
37-91,37,91,2026-01-09,Science,13:00,Present,True,,
37-93,37,93,2026-01-09,PE,13:45,Present,True,,
37-95,37,95,2026-01-09,Music,14:30,Present,True,,
37-109,37,109,2026-01-12,Phonics,09:00,Absent,False,,
37-111,37,111,2026-01-12,Maths,10:00,Authorised Absence,False,,Medical appointment
37-113,37,113,2026-01-12,English,11:00,Present,True,,
37-115,37,115,2026-01-12,Science,13:00,Present,True,,
37-117,37,117,2026-01-12,PE,13:45,Present,True,,
37-119,37,119,2026-01-12,Music,14:30,Late,True,14:39,
37-133,37,133,2026-01-13,Phonics,09:00,Present,True,,
37-135,37,135,2026-01-13,Maths,10:00,Present,True,,
37-137,37,137,2026-01-13,English,11:00,Present,True,,
37-139,37,139,2026-01-13,Science,13:00,Absent,False,,
37-141,37,141,2026-01-13,PE,13:45,Present,True,,
37-143,37,143,2026-01-13,Music,14:30,Authorised Absence,False,,Medical appointment
37-157,37,157,2026-01-14,Phonics,09:00,Present,True,,
37-159,37,159,2026-01-14,Maths,10:00,Authorised Absence,False,,Doctor visit
37-161,37,161,2026-01-14,English,11:00,Present,True,,
37-163,37,163,2026-01-14,Science,13:00,Present,True,,
37-165,37,165,2026-01-14,PE,13:45,Present,True,,
37-167,37,167,2026-01-14,Music,14:30,Authorised Absence,False,,Doctor visit
37-181,37,181,2026-01-15,Phonics,09:00,Present,True,,
37-183,37,183,2026-01-15,Maths,10:00,Absent,False,,
37-185,37,185,2026-01-15,English,11:00,Late,True,11:14,
37-187,37,187,2026-01-15,Science,13:00,Present,True,,
37-189,37,189,2026-01-15,PE,13:45,Present,True,,
37-191,37,191,2026-01-15,Music,14:30,Present,True,,
37-205,37,205,2026-01-16,Phonics,09:00,Present,True,,
37-207,37,207,2026-01-16,Maths,10:00,Present,True,,
37-209,37,209,2026-01-16,English,11:00,Present,True,,
37-211,37,211,2026-01-16,Science,13:00,Present,True,,
37-213,37,213,2026-01-16,PE,13:45,Present,True,,
37-215,37,215,2026-01-16,Music,14:30,Present,True,,
37-229,37,229,2026-01-19,Phonics,09:00,Absent,False,,
37-231,37,231,2026-01-19,Maths,10:00,Present,True,,
37-233,37,233,2026-01-19,English,11:00,Present,True,,
37-235,37,235,2026-01-19,Science,13:00,Present,True,,
37-237,37,237,2026-01-19,PE,13:45,Present,True,,
37-239,37,239,2026-01-19,Music,14:30,Absent,False,,
37-253,37,253,2026-01-20,Phonics,09:00,Present,True,,
37-255,37,255,2026-01-20,Maths,10:00,Present,True,,
37-257,37,257,2026-01-20,English,11:00,Late,True,11:15,
37-259,37,259,2026-01-20,Science,13:00,Late,True,13:11,
37-261,37,261,2026-01-20,PE,13:45,Present,True,,
37-263,37,263,2026-01-20,Music,14:30,Authorised Absence,False,,Doctor visit
37-277,37,277,2026-01-21,Phonics,09:00,Present,True,,
37-279,37,279,2026-01-21,Maths,10:00,Late,True,10:06,
37-281,37,281,2026-01-21,English,11:00,Present,True,,
37-283,37,283,2026-01-21,Science,13:00,Authorised Absence,False,,Doctor visit
37-285,37,285,2026-01-21,PE,13:45,Present,True,,
37-287,37,287,2026-01-21,Music,14:30,Present,True,,
37-301,37,301,2026-01-22,Phonics,09:00,Present,True,,
37-303,37,303,2026-01-22,Maths,10:00,Authorised Absence,False,,Medical appointment
37-305,37,305,2026-01-22,English,11:00,Present,True,,
37-307,37,307,2026-01-22,Science,13:00,Present,True,,
